Year,Quarter,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018,Q1,18,24914,604,Employed,Master,0,8015,36,Married,4,Mortgage,327,0.3761587952008543,1,4,0.6442658599722689,0,Auto,0,17,28,2612,199,49999,8146,2076.1666666666665,0.9260164572637286,7,41853,0.191015,0.152812,278.94758109438794,0.29185883331189916,1,45.6
2018,Q1,24,57231,508,Unemployed,Associate,0,35876,48,Married,4,Rent,370,0.572203518,3,0,0.13474061339581525,0,Auto,0,20,21,7737,242,214229,73682,4769.25,0.5089668709503604,8,140547,0.276876,0.23046819821647452,1150.799076487652,0.3188759399250725,0,50
2018,Q1,42,163303,655,Self-Employed,Bachelor,23,12850,72,Single,2,Other,337,0.35796931264785453,3,0,0.072959106,0,Debt Consolidation,0,19,1,3012,309,115322,17900,13608.583333333334,0.9150967945185952,8,97422,0.20035,0.18953129408825548,300.04616134031113,0.046812085,1,37.6
2018,Q1,48,38453,595,Unemployed,High School,26,30517,48,Divorced,0,Own,560,0.3824377045646856,0,0,0.103003265,0,Home,0,22,20,5165,1539,46352,3481,3204.4166666666665,0.79354296,6,42871,0.228017,0.22623053291270148,971.8230602281166,0.47803491854308894,0,54
2018,Q1,42,99920,582,Self-Employed,Bachelor,20,23363,12,Single,3,Other,298,0.615080763,3,2,0.20583095954826422,0,Debt Consolidation,0,20,11,991,288,27778,23569,8326.666666666666,0.7297761837911412,10,4209,0.197363,0.1754356855019271,2136.847992796173,0.2924156916888919,1,44.800000000000004
2018,Q1,38,57860,591,Employed,High School,20,25576,96,Married,4,Rent,159,0.14407032069270403,3,0,0.074387032,0,Auto,0,27,1,2059,427,463089,25653,4821.666666666667,0.841298379,8,437436,0.26507600000000003,0.28765495773856664,683.4043512189653,0.17471227470839237,0,47
2018,Q1,36,30890,590,Employed,High School,16,10176,24,Divorced,2,Own,289,0.2138637490821043,3,1,0.12473021715377881,0,Education,0,23,6,11162,249,43010,28334,2574.1666666666665,0.808568549,7,14676,0.19017599999999998,0.1765266450530429,506.3215206405897,0.3089627143958264,0,53
2018,Q1,22,15561,500,Employed,High School,1,20169,36,Single,2,Rent,346,0.10422377070581565,6,0,0.3745583771833413,0,Debt Consolidation,0,25,13,1929,1463,16965,5913,1296.75,0.5982463066451033,4,11052,0.255169,0.24239029981600255,793.8209078280751,0.8789827706405052,0,55
2018,Q1,31,105957,530,Employed,High School,7,53987,72,Single,0,Other,399,0.046450445546544816,0,0,0.6210591922536411,0,Auto,0,31,16,4218,208,165299,69541,8829.75,0.5251864971506883,3,95758,0.303987,0.32675098777775874,1718.3773131502862,0.2398003695631571,0,54
2018,Q1,34,82887,545,Employed,High School,13,20996,84,Divorced,2,Other,471,0.37401704300314026,2,0,0.15159594786479194,0,Other,0,19,8,16502,1246,17748,117394,6907.25,0.9049310272334222,2,4958,0.273496,0.27958320840515605,571.7878722615751,0.15097004918912377,0,50
2018,Q1,52,53555,631,Employed,Associate,31,29418,60,Divorced,1,Own,221,0.2577000441958514,0,1,0.14790913774219322,0,Education,0,28,20,9902,1607,12300,27582,4462.916666666667,0.8002982768774678,4,2753,0.218918,0.21766387983059335,808.5905593660116,0.23069903300144035,0,47
2018,Q1,44,105639,627,Employed,High School,20,20409,108,Widowed,0,Rent,387,0.28217446641347055,1,4,0.32707839663462435,0,Home,0,22,21,3379,5476,165235,22300,8803.25,0.6232275668280846,5,142935,0.25190900000000005,0.2637402272037486,495.9515749423792,0.10029836423393397,0,46
2018,Q1,18,58342,519,Employed,High School,0,10077,24,Single,3,Mortgage,592,0.1592144927585534,3,0,0.19286915587164033,0,Debt Consolidation,0,20,7,5076,230,25120,15562,4861.833333333333,0.9495358925293532,8,9558,0.225577,0.26069905016349804,543.2493604262762,0.23350231951450615,0,50
2018,Q1,43,121939,653,Employed,Doctorate,25,41215,48,Divorced,0,Mortgage,220,0.5329414041983653,2,1,0.2444251231872098,0,Other,0,30,12,1365,4000,188167,2457,10161.583333333334,0.8446177031890929,8,185710,0.209715,0.1846492795717869,1220.7265633854008,0.14178170036349985,1,32.800000000000004
2018,Q1,35,16054,526,Employed,Associate,13,20612,36,Married,1,Own,465,0.14436223676692442,1,2,0.20653304418291896,0,Education,0,25,21,4127,665,51140,11870,1337.8333333333333,0.6159170722807443,6,39270,0.242612,0.23166382802826557,799.6733391447596,0.9453145676926072,0,53
2018,Q1,31,36057,592,Employed,Associate,11,29501,36,Married,3,Other,384,0.231684159,4,0,0.18742865909286105,0,Home,0,18,12,2220,438,19637,56982,3004.75,0.7319871064477125,4,1500,0.218501,0.21428528117704998,1117.9536116840152,0.4998597592758183,0,51
2018,Q1,47,124086,631,Employed,High School,27,36798,24,Widowed,3,Mortgage,713,0.22448228863107283,6,1,0.33971447485553063,0,Auto,0,27,24,3281,1704,32072,21593,10340.5,0.7159631549303098,6,10479,0.196298,0.16765179918792492,1815.227227787432,0.24449758017382445,1,39.2
2018,Q1,52,272693,586,Employed,Bachelor,28,19717,84,Married,0,Rent,278,0.3724747249366798,2,2,0.27015750243266257,0,Auto,0,19,13,801,1835,94338,5443,22724.416666666668,0.7444943912584154,8,88895,0.251717,0.2181145262191699,459.5963314611698,0.032458318,1,38.400000000000006
2018,Q1,51,48757,615,Employed,Bachelor,27,16173,84,Divorced,3,Mortgage,817,0.21071397128816952,1,0,0.3053767173882865,0,Debt Consolidation,0,28,19,21739,266,39354,97462,4063.0833333333335,0.4913421694393113,2,3120,0.233673,0.22132280452355302,380.1899401553989,0.2946505995419076,0,52
2018,Q1,29,31683,498,Employed,Associate,5,10566,24,Married,2,Other,183,0.443554106,4,2,0.090370619,0,Debt Consolidation,0,22,12,30896,2581,278821,123883,2640.25,0.829092654,5,154938,0.23656599999999997,0.2094714381765813,542.6665153221236,0.2748476528064098,0,48
2018,Q1,36,69003,499,Self-Employed,Associate,11,5376,96,Single,4,Mortgage,458,0.3676627894804439,6,2,0.1743798193059494,0,Auto,0,28,11,983,1153,37496,23994,5750.25,0.7790233571979756,3,13502,0.29087599999999997,0.24841496840600466,129.3875730579447,0.10214991923098034,1,42.400000000000006
2018,Q1,43,72408,616,Employed,Bachelor,18,23181,48,Married,0,Rent,803,0.23465444149795076,1,2,0.36543881655551613,1,Debt Consolidation,0,22,29,3815,305,22524,33442,6034,0.820967194,4,5786,0.21018100000000003,0.25221720000000003,771.4847975541575,0.2609354984345637,0,63
2018,Q1,51,105087,653,Employed,Master,33,48331,108,Single,1,Mortgage,772,0.11699956228627778,5,1,0.1805575456028504,0,Auto,1,22,24,21204,2121,201313,59261,8757.25,0.5741986017645414,4,142052,0.26683100000000004,0.27371249889953586,1208.1533253808643,0.22611588402533492,0,44
2018,Q1,34,15000,607,Employed,Master,11,26412,96,Married,1,Own,468,0.031266607,1,2,0.35011239231227936,0,Home,0,18,22,2232,2085,234374,11163,1250,0.8258669004979884,6,223211,0.257912,0.27645051699694695,685.4486806693817,0.9227589445355053,0,48
2018,Q1,37,38513,600,Self-Employed,High School,16,21225,48,Divorced,2,Rent,373,0.5186353659043479,2,0,0.16843582884036049,0,Education,0,22,29,1458,340,44836,28653,3209.4166666666665,0.8752034217599216,4,16183,0.216225,0.2311041625309269,681.5771431207845,0.3285884173512688,0,52
2018,Q1,26,77555,527,Employed,Bachelor,5,22854,36,Married,0,Rent,499,0.095479571,6,1,0.1882781482364729,0,Education,0,19,22,8710,691,39027,9580,6462.916666666667,0.8824741117777509,5,29447,0.244354,0.1999300668014297,849.2551010144613,0.2086140314895691,1,39.2
2018,Q1,25,15000,576,Employed,High School,1,18177,48,Single,0,Mortgage,528,0.2733122633825723,6,1,0.23608322620160532,0,Home,0,25,3,5689,1111,99036,274582,1250,0.8687197721258745,3,1077,0.22517700000000002,0.21985490534928614,572.5428040888214,0.8804342432710571,0,57
2018,Q1,49,24973,611,Employed,Bachelor,30,17466,48,Married,3,Own,336,0.2800815869769942,1,0,0.4149944474463848,0,Auto,0,23,12,3167,1547,44944,30121,2081.0833333333335,0.8723462860748266,9,14823,0.206966,0.22144309759493855,551.6544409318947,0.42653478921966664,0,55
2018,Q1,56,18248,574,Employed,Associate,37,16443,24,Divorced,0,Own,733,0.2834741820252165,2,1,0.063628336,0,Home,0,23,20,2682,548,204131,11483,1520.6666666666667,0.9338919368558886,2,192648,0.204443,0.1736984562994106,815.9042462329553,1.018569210587213,0,48
2018,Q1,39,67367,615,Self-Employed,Associate,15,26889,48,Married,1,Mortgage,317,0.007965918,4,0,0.46591212032376483,0,Debt Consolidation,0,29,24,8241,5430,115099,16012,5613.916666666667,0.5254568787953385,4,99087,0.214389,0.1715112,777.9871224967229,0.19504869550314952,1,42.400000000000006
2018,Q1,52,32418,647,Employed,Bachelor,29,32208,12,Married,2,Rent,447,0.4134019823146939,1,0,0.31875976708275455,0,Auto,0,26,3,2926,533,326015,12696,2701.5,0.7782867665556822,3,313319,0.17370800000000003,0.15070939987953627,2908.117979703395,1.241946318602034,0,50
2018,Q1,44,26879,649,Employed,Bachelor,21,20313,60,Married,1,Rent,562,0.4332425002437474,3,2,0.2196495791430893,0,Home,0,22,29,4029,3740,94575,23485,2239.9166666666665,0.7542214073775044,5,71090,0.20081300000000002,0.19896395136076134,536.9999395,0.4906432260830812,0,50
2018,Q1,32,54128,620,Employed,Bachelor,11,20676,36,Single,0,Mortgage,322,0.2634989466223707,2,1,0.1001359210966172,0,Home,0,32,7,4943,388,92000,4196,4510.666666666667,0.7899474592022075,1,87804,0.19567600000000002,0.1777530372100154,745.1584241528697,0.23658552116897788,1,36.800000000000004
2018,Q1,44,19924,535,Employed,High School,20,21767,48,Married,0,Mortgage,495,0.24532601402296278,3,0,0.3843523709782191,0,Education,0,32,19,21032,1679,22711,8051,1660.3333333333333,0.8144556737015609,8,14660,0.24926700000000002,0.2991204,782.6292869929284,0.7695016785743396,0,56
2018,Q1,58,90788,672,Employed,Bachelor,34,18243,36,Married,2,Mortgage,153,0.2979257232305213,3,0,0.14663346458661336,0,Debt Consolidation,0,20,21,1980,1139,13542,32218,7565.666666666667,0.7530314751383508,6,5911,0.167243,0.14042856942387733,623.8822990927248,0.10268524,1,34.4
2018,Q1,39,190445,619,Employed,Master,16,28894,36,Single,3,Mortgage,304,0.2636491392588649,4,1,0.012833162219771568,0,Other,0,24,8,2857,956,154003,38230,15870.416666666666,0.9612516119421664,6,115773,0.20439400000000002,0.21412530585962042,1094.712989199109,0.08813335,1,33.6
2018,Q1,58,35372,612,Employed,High School,38,25313,24,Married,1,Mortgage,424,0.291020376,3,0,0.4043888356972662,0,Education,0,20,26,2811,3235,123931,4752,2947.6666666666665,0.8572348846551523,3,119179,0.19431299999999999,0.19699965783119566,1284.6183062822233,0.5796511273150141,0,50
2018,Q1,18,15000,570,Employed,Associate,0,50226,48,Married,1,Mortgage,537,0.20811553094882018,10,0,0.22673528343453475,0,Debt Consolidation,1,16,26,3575,3286,153676,71478,1250,0.7835636283739139,3,82198,0.260226,0.22838000594627508,1605.3625699782506,1.7138900559826005,0,58
2018,Q1,49,40829,617,Employed,Bachelor,25,25478,36,Married,1,Mortgage,785,0.073220558,3,0,0.2537459242072161,0,Auto,0,11,14,2267,1111,42122,7348,3402.4166666666665,0.9519486310258534,0,34774,0.20197800000000002,0.17931209922314958,920.2117648607897,0.5011766435212588,0,49
2018,Q1,41,58655,523,Employed,Associate,16,26493,96,Single,4,Mortgage,206,0.4153044222038413,4,0,0.1751875631410331,0,Other,0,24,13,2003,1731,64414,41991,4887.916666666667,0.8527137197285295,1,22423,0.299993,0.3344401374117971,795.1657822698164,0.20482464218289653,0,51
2018,Q1,36,68801,531,Employed,Bachelor,14,18652,36,Single,0,Rent,1044,0.16551571349038388,1,2,0.3352329239387456,0,Auto,1,30,16,1810,630,446359,16938,5733.416666666667,0.554409423,2,429421,0.238152,0.2857824,777.3521551115733,0.31767308413160966,0,53
2018,Q1,41,92731,619,Employed,Bachelor,19,31116,48,Single,1,Rent,396,0.12305185150925042,4,1,0.2211172138523826,0,Home,0,20,3,3025,1004,11209,14838,7727.583333333333,0.5537108281243177,3,7629,0.21661600000000003,0.2154245032726364,972.6302005988942,0.17710973037265565,0,50
2018,Q1,18,40050,545,Self-Employed,Doctorate,0,112253,48,Married,1,Rent,406,0.3061276212624648,4,1,0.184527533,0,Home,1,33,2,1506,726,18390,29714,3337.5,0.9370302423573678,4,7672,0.33475299999999997,0.35848569614889864,4432.3827841614875,1.4497027068648651,0,64
2018,Q1,37,40784,618,Employed,Master,14,41465,72,Married,0,Own,370,0.17432624468614535,3,0,0.20376095692358256,0,Home,0,26,27,21978,1394,197632,25549,3398.6666666666665,0.8315009890937338,4,172083,0.24746500000000002,0.29276347309468026,1228.1601646621898,0.4702315117680041,0,45
2018,Q1,44,15000,588,Employed,High School,23,26563,48,Married,0,Mortgage,378,0.30892764254046295,3,3,0.29810840804521266,0,Home,0,24,21,1357,2246,496594,22556,1250,0.8808597634247228,6,474038,0.22756300000000002,0.2098160677696806,822.2789887950337,0.9602231910360269,0,48
2018,Q1,57,86699,615,Employed,Associate,39,7469,60,Single,0,Rent,413,0.11376186780752463,6,2,0.17913554613205007,0,Home,0,18,24,1872,8480,36531,70691,7224.916666666667,0.9194949321063197,6,8130,0.204969,0.19884973652677415,197.40508700773685,0.084486108,1,36
2018,Q1,33,17676,540,Employed,Associate,8,17801,48,Married,4,Own,226,0.15309456858004694,4,1,0.35564279085013073,0,Debt Consolidation,0,38,21,8380,1994,70945,22271,1473,0.8784232811240572,5,48674,0.24280100000000002,0.24388079254078746,584.1709707,0.5500142367013272,0,55
2018,Q1,30,42752,517,Employed,High School,4,14379,36,Married,2,Rent,363,0.3577786360795207,3,0,0.2975879340693383,0,Auto,0,18,2,6094,1404,172820,26438,3562.6666666666665,0.816055799,4,146382,0.240879,0.239661812,563.8738944216548,0.2601629568923058,0,53
2018,Q1,33,29096,570,Employed,Associate,12,40138,24,Married,3,Other,685,0.14129707845654874,2,1,0.23944693950659474,0,Debt Consolidation,0,28,19,1461,1471,86250,50013,2424.6666666666665,0.7607583903351405,4,36237,0.230138,0.2486006220333732,2139.408949094737,1.164864840154552,0,53
2018,Q1,50,60992,663,Employed,Bachelor,30,24642,48,Single,0,Rent,664,0.25263768387310837,0,0,0.055588171,0,Home,0,28,17,4726,1723,52202,13350,5082.666666666667,0.9171479632528537,4,38852,0.188142,0.21644928802917596,771.6304125662359,0.2824561409823392,0,44
2018,Q1,43,100032,524,Employed,Master,21,19105,60,Married,0,Mortgage,824,0.10672864410312803,5,0,0.22664986790753053,1,Education,0,24,29,9197,302,49889,4301,8336,0.8314939467511734,6,45588,0.26210500000000003,0.20968400000000004,516.5148902524263,0.160810328,1,49.6
2018,Q1,33,35882,620,Employed,Master,11,9259,48,Single,0,Own,257,0.17024583633410312,3,0,0.14759300470739195,0,Home,0,23,11,3552,1162,61154,91262,2990.1666666666665,0.8833715788381252,3,8266,0.19425900000000001,0.20001147792495064,281.76038720038355,0.18017737713629683,0,47
2018,Q1,46,32781,623,Employed,High School,22,17468,60,Married,1,Other,1180,0.087482384,4,0,0.093777322,0,Debt Consolidation,0,23,19,7428,2122,299192,4938,2731.75,0.6609536549602993,2,294254,0.21096800000000004,0.23206532325492982,494.5061263795844,0.6129792720342581,0,41
2018,Q2,41,51707,585,Employed,Bachelor,18,20069,72,Married,3,Rent,407,0.005922389,5,0,0.21738837865901517,0,Home,0,25,7,3815,1252,24114,24580,4308.916666666667,0.8373237138844005,4,2253,0.242569,0.26822332908906105,563.2583042698386,0.22517453441967358,0,52
2018,Q2,51,31251,596,Unemployed,Bachelor,30,66582,24,Single,0,Rent,357,0.5664480969779048,2,2,0.16016955388528084,0,Home,1,21,25,2313,945,30153,37940,2604.25,0.7840615661655488,5,3276,0.243582,0.2474564400627162,3545.0910472292812,1.498355014775571,0,61
